aset,bset,class,conf,meas
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,2.71
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.51,2.71
FOREIGN_WORKER=yes,DURATION=le_17d6 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.2,2.71
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.3,2.71
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.2,2.71
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.54,2.71
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2,CREDIT=bad,0.57,2.71
FOREIGN_WORKER=yes,DURATION=le_17d6 PURPOSE=new_car OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.24,2.71
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.22,2.7
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 HOUSING=rent,CREDIT=bad,0.54,2.7
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.33,2.7
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.63,2.7
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.54,2.7
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.6,2.7
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,2.7
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.33,2.7
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2,CREDIT=bad,0.54,2.7
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 HOUSING=own JOB=skilled,CREDIT=bad,0.2,2.69
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=life_insurance OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.38,2.69
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.71,2.69
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=life_insurance JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.55,2.69
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.52,2.69
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.34,2.69
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 AGE=le_30d2,CREDIT=bad,0.57,2.69
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 PURPOSE=furniture_or_equipment AGE=le_30d2,CREDIT=bad,0.76,2.69
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=life_insurance HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.38,2.69
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,2.69
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.76,2.69
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment RESIDENCE_SINCE=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.44,2.68
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.53,2.68
FOREIGN_WORKER=yes,CREDIT_HISTORY=critical_or_other_existing_credit OWN_TELEPHONE=none,CREDIT=bad,0.19,2.68
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,2.68
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.32,2.68
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none HOUSING=own JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.22,2.68
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.22,2.68
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.38,2.68
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,2.68
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2,CREDIT=bad,0.61,2.68
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.43,2.67
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.45,2.67
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.19,2.67
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=none,CREDIT=bad,0.38,2.67
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.7,2.67
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.44,2.67
FOREIGN_WORKER=yes,JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.33,2.67
FOREIGN_WORKER=yes,DURATION=le_17d6 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.29,2.67
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.29,2.67
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.26,2.67
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.33,2.66
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 HOUSING=rent,CREDIT=bad,0.66,2.66
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.33,2.66
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=life_insurance OWN_TELEPHONE=none,CREDIT=bad,0.33,2.66
FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=life_insurance OWN_TELEPHONE=none,CREDIT=bad,0.33,2.66
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.4,2.66
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=furniture_or_equipment CREDIT_AMOUNT=le_38848d8 JOB=skilled,CREDIT=bad,0.44,2.66
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.44,2.66
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,2.66
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.66,2.66
FOREIGN_WORKER=yes,CREDIT_HISTORY=critical_or_other_existing_credit PURPOSE=new_car EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.33,2.66
FOREIGN_WORKER=yes,CREDIT_HISTORY=critical_or_other_existing_credit PURPOSE=new_car SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.33,2.66
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.34,2.66
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.68,2.66
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.42,2.66
FOREIGN_WORKER=yes,DURATION=le_17d6 HOUSING=own NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.2,2.66
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.53,2.65
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment AGE=le_30d2 HOUSING=own,CREDIT=bad,0.45,2.65
FOREIGN_WORKER=yes,PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,2.65
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=gt_2d8 HOUSING=rent,CREDIT=bad,0.53,2.65
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.62,2.65
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.33,2.65
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.48,2.65
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,2.65
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none HOUSING=own JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.24,2.65
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.5,2.65
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.5,2.64
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.52,2.64
FOREIGN_WORKER=yes,CREDIT_HISTORY=critical_or_other_existing_credit PURPOSE=new_car,CREDIT=bad,0.26,2.64
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.26,2.64
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.33,2.64
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate HOUSING=own,CREDIT=bad,0.34,2.64
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate HOUSING=own,CREDIT=bad,0.34,2.64
FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.33,2.64
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.5,2.64
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.22,2.64
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.33,2.64
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.42,2.64
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.32,2.63
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=critical_or_other_existing_credit,CREDIT=bad,0.29,2.63
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.37,2.63
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.57,2.63
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.32,2.63
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.42,2.63
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.32,2.63
FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=life_insurance OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.29,2.63
FOREIGN_WORKER=yes,DURATION=le_17d6 HOUSING=own EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.23,2.63
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.31,2.63
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.38,2.63
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.51,2.63
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 AGE=le_30d2 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,2.63
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,2.63
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.52,2.63
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.4,2.62
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.9,2.62
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid HOUSING=own,CREDIT=bad,0.52,2.62
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=le_1d6 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=good,0.87,2.62
FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.43,2.62
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.75,2.62
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.37,2.62
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.5,2.62
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.37,2.62
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.42,2.62
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.32,2.62
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.42,2.62
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=le_17d6 EMPLOYMENT=lt_1 AGE=le_30d2,CREDIT=bad,0.41,2.62
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.41,2.62
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=no_known_savings INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.35,2.61
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=no_known_savings INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.35,2.61
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2,CREDIT=bad,0.61,2.61
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,2.61
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.29,2.61
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.45,2.61
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid,CREDIT=bad,0.52,2.61
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.61,2.61
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=no_known_savings JOB=skilled,CREDIT=bad,0.32,2.6
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.48,2.6
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=no_known_savings INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.43,2.6
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car,CREDIT=bad,0.57,2.6
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=good,0.43,2.6
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=no_known_savings INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.43,2.6
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.35,2.6
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.48,2.6
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=from_30d2_le_41d4,CREDIT=bad,0.43,2.6
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4 HOUSING=own,CREDIT=bad,0.28,2.6
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.5,2.6
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.65,2.6
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 HOUSING=own,CREDIT=bad,0.43,2.6
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=le_17d6 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.37,2.6
