aset,bset,class,conf,measure
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid EMPLOYMENT=lt_1,CREDIT=bad,0.6,1.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.67,1.11
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100,CREDIT=bad,0.56,1.11
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.62,1.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,1.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.62,1.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.55,1.11
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car AGE=le_30d2,CREDIT=bad,0.55,1.11
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,1.11
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=life_insurance JOB=skilled,CREDIT=bad,0.55,1.11
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 OWN_TELEPHONE=none,CREDIT=bad,0.65,1.1
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,1.1
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.68,1.1
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.68,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 AGE=le_30d2,CREDIT=bad,0.53,1.1
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 JOB=skilled,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1,CREDIT=bad,0.57,1.1
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.56,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.55,1.1
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=life_insurance,CREDIT=bad,0.55,1.1
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=life_insurance,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.68,1.1
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=bank JOB=skilled,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=yes,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 AGE=le_30d2 JOB=skilled,CREDIT=bad,0.55,1.1
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.62,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.62,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.57,1.09
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.57,1.09
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.58,1.09
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=lt_1 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.59,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 HOUSING=rent,CREDIT=bad,0.64,1.09
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.09
FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.54,1.09
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.54,1.09
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.54,1.09
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.53,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.6,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid,CREDIT=bad,0.54,1.09
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.56,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.56,1.09
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.58,1.09
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.57,1.09
FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.54,1.09
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 AGE=le_30d2 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.54,1.09
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.54,1.09
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 HOUSING=rent EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.54,1.09
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 AGE=from_41d4_le_52d6,CREDIT=bad,0.54,1.09
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 SAVINGS_STATUS=lt_100,CREDIT=bad,0.64,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.62,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 AGE=le_30d2,CREDIT=bad,0.56,1.08
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.54,1.08
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.54,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.08
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.08
FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.54,1.08
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.08
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.61,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.72,1.08
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 RESIDENCE_SINCE=gt_2d8 JOB=skilled,CREDIT=bad,0.54,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.63,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.64,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.08
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid JOB=skilled,CREDIT=bad,0.62,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.58,1.07
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.55,1.07
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,0.53,1.07
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 HOUSING=rent NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.53,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.53,1.07
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=yes,CREDIT=bad,0.53,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.62,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=yes,CREDIT=bad,0.57,1.07
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=yes,CREDIT=bad,0.57,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.66,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=none,CREDIT=bad,0.53,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.53,1.07
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=own JOB=skilled,CREDIT=bad,0.53,1.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100,CREDIT=bad,0.54,1.06
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,1.06
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid,CREDIT=bad,0.53,1.06
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.53,1.06
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.53,1.06
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 HOUSING=rent JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,1.06
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,1.06
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 JOB=skilled,CREDIT=bad,0.53,1.06
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 HOUSING=rent JOB=skilled,CREDIT=bad,0.53,1.06
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car OWN_TELEPHONE=none,CREDIT=bad,0.53,1.06
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=car,CREDIT=bad,0.68,1.06
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=car,CREDIT=bad,0.68,1.06
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.58,1.06
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.51,1.06
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.06
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.57,1.06
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.57,1.06
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.53,1.06
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 JOB=skilled,CREDIT=bad,0.58,1.06
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,1.05
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.61,1.05
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,1.05
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.05
FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled,CREDIT=bad,0.52,1.05
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.64,1.05
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.51,1.05
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.52,1.05
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,1.05
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 HOUSING=rent JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,1.05
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2,CREDIT=bad,0.52,1.05
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.05
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.55,1.05
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.05
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.64,1.05
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 HOUSING=rent JOB=skilled,CREDIT=bad,0.52,1.05
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=yes,CREDIT=bad,0.52,1.05
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=le_17d6 PURPOSE=new_car EXISTING_CREDITS=le_1d6,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=bank NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.52,1.04
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 OWN_TELEPHONE=none,CREDIT=bad,0.63,1.04
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none HOUSING=rent JOB=skilled,CREDIT=bad,0.54,1.04
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank JOB=skilled,CREDIT=bad,0.52,1.04
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.53,1.04
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 JOB=skilled,CREDIT=bad,0.52,1.04
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 JOB=skilled,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.52,1.04
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 JOB=skilled,CREDIT=bad,0.53,1.04
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.59,1.04
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.57,1.04
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.52,1.04
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.65,1.04
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,0.52,1.04
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=car OWN_TELEPHONE=none,CREDIT=bad,0.52,1.04
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.03
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.6,1.03
FOREIGN_WORKER=yes,CREDIT_AMOUNT=from_7519d6_le_11154d4 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=yes,CREDIT=bad,0.51,1.03
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.64,1.03
